urgencia,ubicacion,ubicacion_especifica,piso,es_fase_2,tipo,fecha_hora
low,listo,,1,False,plagio,2025-08-12 18:31:00
medium,patio,,-1,True,plagio,2025-02-28 00:53:00
low,entrada,,1,False,plagio,2025-03-29 12:14:00
low,lia cook,,11,False,plagio,2025-07-31 19:42:00
low,estacionamiento,,-1,False,comportamiento,2025-08-27 11:47:00
medium,oficina,P323,3,True,comportamiento,2025-09-30 12:46:00
medium,dirección general,,10,False,comportamiento,2025-04-30 12:44:00
low,comedor,,1,True,plagio,2025-05-08 14:49:00
low,aula,A902,9,False,plagio,2025-04-20 11:35:00
medium,counter alumnos,,1,False,plagio,2025-07-10 01:12:00
low,auditorio,,-1,False,plagio,2025-03-22 11:52:00
low,sala sum,,1,False,agresión,2025-09-14 10:26:00
low,sala sum,,1,False,plagio,2025-07-26 00:22:00
low,oficina,P309,3,False,plagio,2025-02-20 06:11:00
low,jardines,,6,False,plagio,2025-06-05 08:20:00
medium,listo,,1,False,plagio,2025-09-23 07:00:00
high,almacén,,-1,True,comportamiento,2025-02-09 10:27:00
medium,dirección general,,10,False,plagio,2025-10-21 12:02:00
low,jardines,,6,False,plagio,2025-05-17 15:48:00
low,entrada fase 2,,1,True,plagio,2025-09-28 11:39:00
high,dirección general,,10,False,agresión,2025-08-09 20:56:00
medium,counter alumnos,,1,False,plagio,2025-06-02 06:50:00
high,laboratorio,L409,4,False,plagio,2025-05-31 02:42:00
low,aula,A102,1,False,plagio,2025-03-09 21:07:00
low,counter admisión,,1,False,comportamiento,2025-07-06 14:12:00
low,aula magna,,-1,True,plagio,2025-01-02 12:32:00
low,almacén,,-1,True,plagio,2025-07-12 09:31:00
low,patio,,-1,True,plagio,2025-04-11 15:48:00
low,listo,,1,False,plagio,2025-09-02 09:57:00
medium,sala sum,,1,False,plagio,2025-03-11 18:50:00
medium,oficina,P616,6,False,plagio,2025-03-10 04:39:00
medium,sala de estudio,E1008,10,False,plagio,2025-01-05 03:37:00
medium,auditorio,,-1,False,plagio,2025-05-18 23:19:00
low,aula magna,,-1,True,agresión,2025-10-26 01:00:00
low,estacionamiento,,-1,False,plagio,2025-09-16 19:54:00
medium,listo,,1,False,comportamiento,2025-05-19 07:44:00
medium,patio,,-1,True,plagio,2025-03-10 05:13:00
low,listo,,1,False,plagio,2025-08-05 12:32:00
low,lia cook,,11,False,agresión,2025-03-04 17:34:00
medium,counter alumnos,,1,False,plagio,2025-03-14 04:33:00
low,jardines,,6,False,plagio,2025-01-02 09:31:00
low,lia cook,,11,False,plagio,2025-05-30 02:53:00
low,comedor,,1,True,plagio,2025-08-30 17:32:00
medium,listo,,1,False,plagio,2025-02-12 07:34:00
low,el café,,6,False,plagio,2025-08-10 05:13:00
medium,listo,,1,False,comportamiento,2025-07-11 05:05:00
low,estacionamiento,,-1,False,plagio,2025-03-26 03:24:00
low,counter alumnos,,1,False,agresión,2025-07-10 08:29:00
high,aula,A905,9,False,plagio,2025-01-05 21:59:00
low,patio,,-1,True,plagio,2025-01-04 16:44:00
medium,oficina,P612,6,False,plagio,2025-05-31 08:17:00
low,counter alumnos,,1,False,plagio,2025-02-04 08:20:00
low,entrada fase 2,,1,True,comportamiento,2025-07-02 13:48:00
high,dirección general,,10,False,plagio,2025-03-30 05:16:00
high,entrada fase 2,,1,True,plagio,2025-02-16 19:46:00
high,sala de estudio,E815,8,False,plagio,2025-01-18 01:18:00
medium,aula magna,,-1,True,comportamiento,2025-05-01 05:30:00
low,oficina,P605,6,False,comportamiento,2025-08-08 07:20:00
low,aula,A904,9,False,robo,2025-01-28 07:42:00
medium,aula magna,,-1,True,agresión,2025-04-28 23:19:00
medium,almacén,,-1,True,comportamiento,2025-08-10 17:31:00
medium,auditorio,,-1,False,plagio,2025-09-03 00:14:00
low,aula magna,,-1,True,plagio,2025-01-17 01:45:00
medium,dirección general,,10,False,plagio,2025-04-18 07:15:00
low,sala sum,,1,False,agresión,2025-05-23 20:26:00
low,aula,A802,8,False,plagio,2025-04-27 17:45:00
low,aula,M302,3,True,comportamiento,2025-07-14 19:32:00
low,dirección general,,10,False,plagio,2025-10-25 00:02:00
low,oficina,P322,3,True,plagio,2025-10-07 08:39:00
low,laboratorio,L410,4,False,agresión,2025-07-17 09:58:00
high,almacén,,-1,True,plagio,2025-08-28 15:15:00
low,laboratorio,L601,6,False,comportamiento,2025-01-30 13:01:00
low,counter admisión,,1,False,comportamiento,2025-08-20 15:20:00
medium,estacionamiento,,-1,False,plagio,2025-04-19 13:30:00
low,estacionamiento,,-1,False,agresión,2025-04-26 00:50:00
medium,listo,,1,False,agresión,2025-08-11 07:48:00
medium,lia cook,,11,False,plagio,2025-02-11 01:48:00
low,auditorio,,-1,False,comportamiento,2025-03-09 20:12:00
high,aula,A804,8,False,comportamiento,2025-09-21 02:42:00
high,sala de estudio,E809,8,False,discriminación,2025-04-17 04:51:00
medium,laboratorio,L207,2,True,comportamiento,2025-08-21 04:26:00
medium,aula,M302,3,True,plagio,2025-09-18 00:47:00
low,listo,,1,False,comportamiento,2025-04-12 21:10:00
low,jardines,,6,False,plagio,2025-08-05 08:00:00
low,oficina,P601,6,False,agresión,2025-08-13 05:37:00
medium,jardines,,6,False,plagio,2025-04-28 06:18:00
low,auditorio,,-1,False,plagio,2025-03-21 00:30:00
medium,oficina,P608,6,False,agresión,2025-07-03 11:31:00
medium,almacén,,-1,True,plagio,2025-09-06 09:35:00
low,almacén,,-1,True,plagio,2025-05-28 12:43:00
low,auditorio,,-1,False,plagio,2025-10-20 21:44:00
low,comedor,,1,True,robo,2025-09-19 08:05:00
medium,aula magna,,-1,True,plagio,2025-01-11 07:10:00
low,counter admisión,,1,False,agresión,2025-04-20 17:47:00
low,estacionamiento,,-1,False,plagio,2025-03-17 02:00:00
medium,aula,M804,8,False,plagio,2025-08-08 05:24:00
low,entrada,,1,False,plagio,2025-04-10 14:26:00
medium,almacén,,-1,True,plagio,2025-08-30 20:49:00
medium,counter alumnos,,1,False,plagio,2025-06-21 10:31:00
low,lia cook,,11,False,plagio,2025-07-05 04:52:00
low,sala de estudio,E801,8,False,plagio,2025-04-25 18:57:00
high,sala de estudio,E803,8,False,plagio,2025-05-06 20:40:00
medium,patio,,-1,True,plagio,2025-08-28 23:09:00
low,sala sum,,1,False,plagio,2025-06-02 04:16:00
low,almacén,,-1,True,plagio,2025-10-13 10:11:00
high,el café,,6,False,plagio,2025-03-06 12:29:00
low,lia cook,,11,False,agresión,2025-05-22 14:30:00
low,entrada fase 2,,1,True,plagio,2025-07-24 19:19:00
high,oficina,P619,6,False,plagio,2025-07-27 15:20:00
low,el café,,6,False,plagio,2025-09-15 02:09:00
low,comedor,,1,True,comportamiento,2025-03-11 21:03:00
low,el café,,6,False,plagio,2025-03-27 22:20:00
low,laboratorio,L201,2,False,plagio,2025-10-26 13:06:00
low,sala sum,,1,False,plagio,2025-03-11 12:22:00
low,almacén,,-1,True,plagio,2025-08-23 22:55:00
low,estacionamiento,,-1,False,plagio,2025-04-18 00:35:00
high,comedor,,1,True,plagio,2025-09-25 11:19:00
low,estacionamiento,,-1,False,plagio,2025-04-20 19:55:00
medium,el café,,6,False,plagio,2025-05-08 04:25:00
low,entrada,,1,False,plagio,2025-01-20 23:56:00
low,comedor,,1,True,discriminación,2025-05-03 05:57:00
low,comedor,,1,True,plagio,2025-05-01 10:18:00
low,aula,M604,6,False,plagio,2025-01-02 03:07:00
medium,counter admisión,,1,False,plagio,2025-03-31 02:08:00
low,oficina,P309,3,False,plagio,2025-02-26 02:03:00
low,aula magna,,-1,True,plagio,2025-09-14 19:57:00
high,jardines,,6,False,comportamiento,2025-04-06 00:06:00
high,dirección general,,10,False,plagio,2025-02-01 20:47:00
low,dirección general,,10,False,plagio,2025-09-27 10:04:00
low,el café,,6,False,plagio,2025-05-06 06:35:00
medium,jardines,,6,False,plagio,2025-05-09 04:26:00
medium,oficina,P606,6,False,plagio,2025-09-10 07:06:00
low,laboratorio,L405,4,False,agresión,2025-07-08 15:08:00
low,entrada fase 2,,1,True,comportamiento,2025-06-18 09:08:00
high,dirección general,,10,False,comportamiento,2025-06-08 01:10:00
low,counter admisión,,1,False,comportamiento,2025-01-03 06:17:00
low,auditorio,,-1,False,agresión,2025-10-05 17:01:00
medium,entrada,,1,False,plagio,2025-09-05 20:50:00
low,el café,,6,False,comportamiento,2025-04-21 12:42:00
low,aula magna,,-1,True,plagio,2025-06-28 11:49:00
low,dirección general,,10,False,plagio,2025-05-05 21:15:00
medium,listo,,1,False,comportamiento,2025-03-13 10:52:00
low,aula,A401,4,False,agresión,2025-03-06 13:13:00
low,laboratorio,L503,5,False,agresión,2025-09-09 07:14:00
low,listo,,1,False,agresión,2025-07-30 15:19:00
medium,listo,,1,False,comportamiento,2025-04-27 02:22:00
low,sala sum,,1,False,plagio,2025-10-07 19:05:00
low,comedor,,1,True,plagio,2025-10-22 11:49:00
low,aula,A705,7,False,agresión,2025-10-09 22:20:00
low,sala de estudio,E814,8,False,plagio,2025-09-11 20:57:00
high,lia cook,,11,False,plagio,2025-10-26 02:46:00
low,counter alumnos,,1,False,plagio,2025-06-04 19:43:00
low,estacionamiento,,-1,False,plagio,2025-08-26 08:19:00
medium,oficina,P505,5,False,plagio,2025-06-23 17:19:00
medium,el café,,6,False,plagio,2025-02-13 20:22:00
medium,aula magna,,-1,True,plagio,2025-10-08 04:43:00
low,patio,,-1,True,comportamiento,2025-07-11 07:39:00
high,jardines,,6,False,comportamiento,2025-08-31 13:52:00
low,jardines,,6,False,plagio,2025-07-21 07:22:00
low,oficina,P505,5,False,agresión,2025-05-28 17:30:00
medium,el café,,6,False,plagio,2025-06-02 07:44:00
low,patio,,-1,True,plagio,2025-06-08 10:57:00
medium,aula,A101,1,False,plagio,2025-09-20 11:57:00
medium,el café,,6,False,comportamiento,2025-08-20 07:56:00
medium,listo,,1,False,agresión,2025-06-01 13:35:00
medium,oficina,P509,5,False,plagio,2025-07-24 15:31:00
low,entrada,,1,False,plagio,2025-10-12 00:46:00
low,entrada,,1,False,plagio,2025-08-23 10:49:00
medium,listo,,1,False,agresión,2025-03-12 01:00:00
low,entrada,,1,False,plagio,2025-08-28 12:07:00
low,comedor,,1,True,plagio,2025-07-07 11:30:00
medium,estacionamiento,,-1,False,plagio,2025-03-13 07:17:00
low,counter admisión,,1,False,plagio,2025-02-24 13:53:00
low,aula,A701,7,False,comportamiento,2025-05-07 19:00:00
medium,almacén,,-1,True,plagio,2025-06-14 08:34:00
low,patio,,-1,True,agresión,2025-05-11 17:26:00
low,auditorio,,-1,False,plagio,2025-08-30 06:02:00
low,sala de estudio,E1008,10,False,plagio,2025-07-02 01:24:00
low,dirección general,,10,False,plagio,2025-03-01 08:37:00
low,dirección general,,10,False,plagio,2025-08-16 22:13:00
low,jardines,,6,False,comportamiento,2025-06-08 19:47:00
medium,sala de estudio,E1004,10,False,plagio,2025-03-02 21:51:00
low,aula,A703,7,False,plagio,2025-05-11 20:30:00
low,oficina,P323,3,True,plagio,2025-08-31 19:47:00
low,oficina,P614,6,False,plagio,2025-08-17 13:49:00
medium,counter alumnos,,1,False,plagio,2025-09-27 21:19:00
high,oficina,P520,5,False,plagio,2025-01-07 03:25:00
low,estacionamiento,,-1,False,comportamiento,2025-05-14 23:08:00
low,lia cook,,11,False,comportamiento,2025-09-08 07:28:00
low,aula magna,,-1,True,plagio,2025-08-10 02:55:00
medium,counter admisión,,1,False,plagio,2025-01-13 23:39:00
low,counter alumnos,,1,False,plagio,2025-01-29 06:45:00
low,comedor,,1,True,agresión,2025-03-15 14:54:00
low,aula magna,,-1,True,plagio,2025-02-04 06:35:00
high,auditorio,,-1,False,comportamiento,2025-02-13 19:03:00
low,sala de estudio,E804,8,False,plagio,2025-04-26 08:34:00
low,aula magna,,-1,True,plagio,2025-04-22 16:54:00
low,aula,A705,7,False,plagio,2025-07-01 00:09:00
low,oficina,P325,3,True,plagio,2025-04-13 13:44:00
medium,lia cook,,11,False,plagio,2025-07-12 13:27:00
low,lia cook,,11,False,agresión,2025-07-20 15:47:00
low,el café,,6,False,agresión,2025-02-07 03:35:00
high,entrada fase 2,,1,True,comportamiento,2025-06-07 16:45:00
high,patio,,-1,True,plagio,2025-10-04 03:00:00
low,aula,A904,9,False,plagio,2025-06-16 19:19:00
medium,entrada,,1,False,plagio,2025-02-10 18:31:00
low,sala sum,,1,False,plagio,2025-10-06 21:31:00
low,auditorio,,-1,False,comportamiento,2025-02-20 14:31:00
low,auditorio,,-1,False,plagio,2025-09-17 05:34:00
low,counter admisión,,1,False,plagio,2025-09-01 22:54:00
low,jardines,,6,False,discriminación,2025-01-13 01:51:00
low,oficina,P205,2,False,plagio,2025-10-05 19:16:00
medium,sala sum,,1,False,plagio,2025-04-15 20:38:00
medium,almacén,,-1,True,plagio,2025-03-21 06:58:00
low,lia cook,,11,False,plagio,2025-01-02 11:10:00
medium,counter admisión,,1,False,plagio,2025-06-11 05:53:00
low,counter admisión,,1,False,plagio,2025-09-25 17:11:00
low,aula,A905,9,False,comportamiento,2025-05-19 17:27:00
low,estacionamiento,,-1,False,plagio,2025-05-08 20:14:00
medium,listo,,1,False,comportamiento,2025-07-08 18:30:00
medium,entrada fase 2,,1,True,comportamiento,2025-02-03 10:11:00
low,aula magna,,-1,True,plagio,2025-09-14 01:58:00
low,aula,A908,9,False,agresión,2025-03-12 07:54:00
medium,aula,A904,9,False,plagio,2025-05-26 13:00:00
low,jardines,,6,False,comportamiento,2025-07-26 11:13:00
medium,patio,,-1,True,comportamiento,2025-06-26 06:11:00
medium,entrada,,1,False,plagio,2025-05-22 03:33:00
low,lia cook,,11,False,agresión,2025-09-11 23:55:00
high,sala de estudio,E1009,10,False,plagio,2025-10-05 16:16:00
low,auditorio,,-1,False,plagio,2025-07-10 00:25:00
medium,aula magna,,-1,True,plagio,2025-06-26 23:10:00
low,counter admisión,,1,False,plagio,2025-10-17 15:03:00
low,lia cook,,11,False,plagio,2025-05-30 22:02:00
low,entrada,,1,False,plagio,2025-08-08 09:19:00
medium,sala de estudio,E816,8,False,plagio,2025-04-21 03:23:00
low,dirección general,,10,False,plagio,2025-08-20 07:56:00
low,sala sum,,1,False,plagio,2025-05-07 20:24:00
medium,aula,A701,7,False,plagio,2025-06-01 21:37:00
low,dirección general,,10,False,comportamiento,2025-05-03 05:19:00
low,entrada fase 2,,1,True,comportamiento,2025-02-07 12:48:00
low,counter admisión,,1,False,plagio,2025-10-27 13:55:00
low,el café,,6,False,agresión,2025-04-13 21:02:00
low,counter admisión,,1,False,plagio,2025-02-13 12:50:00
low,el café,,6,False,plagio,2025-01-18 18:13:00
low,auditorio,,-1,False,plagio,2025-05-22 00:50:00
low,lia cook,,11,False,agresión,2025-07-13 10:14:00
medium,auditorio,,-1,False,agresión,2025-06-22 04:55:00
low,estacionamiento,,-1,False,plagio,2025-08-05 15:32:00
medium,lia cook,,11,False,plagio,2025-05-14 23:25:00
medium,comedor,,1,True,comportamiento,2025-08-01 17:44:00
low,laboratorio,L408,4,False,plagio,2025-01-23 01:15:00
medium,lia cook,,11,False,discriminación,2025-01-31 00:47:00
low,sala de estudio,E809,8,False,plagio,2025-06-14 23:18:00
low,el café,,6,False,plagio,2025-09-21 07:17:00
low,entrada,,1,False,comportamiento,2025-01-30 21:44:00
medium,aula magna,,-1,True,agresión,2025-03-17 04:29:00
low,lia cook,,11,False,plagio,2025-08-10 13:26:00
low,sala sum,,1,False,comportamiento,2025-07-10 06:56:00
low,sala de estudio,E801,8,False,plagio,2025-03-24 23:43:00
low,patio,,-1,True,plagio,2025-05-21 19:28:00
low,auditorio,,-1,False,plagio,2025-01-30 16:46:00
low,el café,,6,False,comportamiento,2025-01-23 04:58:00
medium,comedor,,1,True,plagio,2025-09-21 14:39:00
low,entrada,,1,False,comportamiento,2025-07-25 08:38:00
low,estacionamiento,,-1,False,discriminación,2025-05-30 11:01:00
medium,sala de estudio,E802,8,False,robo,2025-06-16 15:56:00
medium,jardines,,6,False,plagio,2025-02-07 23:15:00
high,entrada,,1,False,plagio,2025-07-11 18:02:00
low,aula,A705,7,False,plagio,2025-02-01 01:41:00
low,jardines,,6,False,plagio,2025-09-20 23:51:00
low,aula,A804,8,False,plagio,2025-07-24 10:30:00
low,comedor,,1,True,plagio,2025-01-31 13:38:00
low,aula,A705,7,False,plagio,2025-03-09 16:19:00
low,sala de estudio,E808,8,False,plagio,2025-05-13 00:22:00
low,counter admisión,,1,False,plagio,2025-08-04 23:12:00
low,lia cook,,11,False,plagio,2025-06-01 09:25:00
medium,dirección general,,10,False,plagio,2025-06-30 06:26:00
high,auditorio,,-1,False,plagio,2025-07-21 01:18:00
medium,counter alumnos,,1,False,comportamiento,2025-08-20 20:14:00
high,dirección general,,10,False,comportamiento,2025-09-30 20:33:00
low,lia cook,,11,False,plagio,2025-05-29 23:07:00
low,oficina,P505,5,False,comportamiento,2025-10-14 00:17:00
low,lia cook,,11,False,comportamiento,2025-08-17 10:55:00
low,entrada fase 2,,1,True,comportamiento,2025-01-16 12:11:00
low,listo,,1,False,plagio,2025-01-31 05:33:00
low,almacén,,-1,True,plagio,2025-10-08 02:49:00
low,counter admisión,,1,False,plagio,2025-04-27 22:26:00
low,estacionamiento,,-1,False,plagio,2025-08-14 12:11:00
low,auditorio,,-1,False,comportamiento,2025-01-13 20:45:00
high,counter admisión,,1,False,plagio,2025-02-23 02:45:00
low,aula,S1101,11,False,plagio,2025-07-16 06:59:00
high,listo,,1,False,comportamiento,2025-03-30 04:25:00
low,entrada fase 2,,1,True,plagio,2025-06-25 23:54:00
low,dirección general,,10,False,plagio,2025-08-26 16:53:00
high,comedor,,1,True,plagio,2025-08-20 13:05:00
low,aula,M302,3,True,plagio,2025-03-10 11:07:00
medium,jardines,,6,False,plagio,2025-07-21 17:27:00
low,patio,,-1,True,plagio,2025-09-13 15:17:00
low,jardines,,6,False,plagio,2025-10-09 17:17:00
low,listo,,1,False,plagio,2025-04-21 15:18:00
low,oficina,P614,6,False,plagio,2025-08-10 20:20:00
low,counter alumnos,,1,False,comportamiento,2025-01-15 01:59:00
low,oficina,P505,5,False,plagio,2025-04-08 20:17:00
low,comedor,,1,True,comportamiento,2025-05-06 08:33:00
low,el café,,6,False,plagio,2025-04-22 05:05:00
low,oficina,P212,2,True,plagio,2025-06-02 21:49:00
low,oficina,P326,3,True,comportamiento,2025-02-18 13:31:00
medium,laboratorio,L201,2,False,plagio,2025-02-06 07:49:00
low,auditorio,,-1,False,comportamiento,2025-03-09 16:42:00
medium,counter admisión,,1,False,agresión,2025-09-15 20:11:00
medium,jardines,,6,False,comportamiento,2025-06-13 18:09:00
low,counter admisión,,1,False,plagio,2025-10-04 10:01:00
low,listo,,1,False,agresión,2025-02-11 01:10:00
low,laboratorio,L405,4,False,plagio,2025-02-10 08:58:00
low,estacionamiento,,-1,False,comportamiento,2025-05-04 05:04:00
medium,counter alumnos,,1,False,plagio,2025-04-09 20:40:00
medium,laboratorio,L504,5,False,comportamiento,2025-09-26 13:46:00
low,sala de estudio,E812,8,False,plagio,2025-01-02 18:13:00
low,jardines,,6,False,plagio,2025-08-04 22:20:00
low,entrada,,1,False,plagio,2025-03-27 09:04:00
low,oficina,P315,3,False,plagio,2025-01-01 04:10:00
high,oficina,P613,6,False,plagio,2025-06-20 01:27:00
low,dirección general,,10,False,comportamiento,2025-09-13 14:17:00
low,counter admisión,,1,False,plagio,2025-07-26 21:16:00
low,almacén,,-1,True,comportamiento,2025-04-04 12:53:00
low,entrada,,1,False,plagio,2025-05-15 17:31:00
low,counter alumnos,,1,False,plagio,2025-08-27 08:57:00
medium,comedor,,1,True,plagio,2025-09-17 02:48:00
medium,aula magna,,-1,True,plagio,2025-06-16 17:57:00
low,sala sum,,1,False,plagio,2025-02-22 13:54:00
medium,sala de estudio,E804,8,False,plagio,2025-08-13 07:43:00
medium,laboratorio,L504,5,False,plagio,2025-10-23 14:00:00
medium,aula magna,,-1,True,plagio,2025-07-09 03:21:00
low,patio,,-1,True,plagio,2025-02-21 10:12:00
medium,patio,,-1,True,plagio,2025-02-02 17:28:00
low,almacén,,-1,True,plagio,2025-03-31 01:20:00
medium,jardines,,6,False,plagio,2025-05-24 15:03:00
low,sala sum,,1,False,discriminación,2025-07-06 06:20:00
medium,sala sum,,1,False,plagio,2025-05-28 10:33:00
medium,counter admisión,,1,False,comportamiento,2025-05-22 21:33:00
low,sala sum,,1,False,plagio,2025-08-25 23:59:00
low,entrada,,1,False,plagio,2025-06-09 23:47:00
low,comedor,,1,True,plagio,2025-05-30 13:59:00
medium,sala de estudio,E803,8,False,discriminación,2025-03-04 06:33:00
low,patio,,-1,True,comportamiento,2025-07-06 16:31:00
medium,jardines,,6,False,plagio,2025-05-12 22:41:00
medium,sala sum,,1,False,robo,2025-06-28 10:16:00
medium,almacén,,-1,True,plagio,2025-05-08 15:28:00
high,entrada fase 2,,1,True,agresión,2025-05-01 02:29:00
medium,el café,,6,False,plagio,2025-03-01 01:01:00
low,oficina,P505,5,False,plagio,2025-07-30 14:49:00
low,jardines,,6,False,plagio,2025-05-27 22:50:00
low,jardines,,6,False,plagio,2025-10-10 18:23:00
low,entrada,,1,False,comportamiento,2025-10-07 23:28:00
medium,patio,,-1,True,comportamiento,2025-04-11 13:51:00
low,lia cook,,11,False,comportamiento,2025-05-02 19:36:00
low,dirección general,,10,False,plagio,2025-01-30 04:13:00
low,sala de estudio,E1007,10,False,plagio,2025-07-07 06:54:00
low,aula,A907,9,False,plagio,2025-05-16 09:53:00
low,el café,,6,False,agresión,2025-10-27 07:35:00
medium,laboratorio,L405,4,False,comportamiento,2025-10-20 16:11:00
low,almacén,,-1,True,plagio,2025-04-19 13:22:00
low,estacionamiento,,-1,False,comportamiento,2025-03-23 11:39:00
medium,listo,,1,False,plagio,2025-05-04 01:55:00
low,entrada fase 2,,1,True,plagio,2025-02-04 07:29:00
high,patio,,-1,True,robo,2025-06-28 17:46:00
low,lia cook,,11,False,plagio,2025-09-23 02:10:00
low,jardines,,6,False,plagio,2025-06-15 00:16:00
low,sala sum,,1,False,plagio,2025-05-15 15:44:00
medium,aula,A906,9,False,comportamiento,2025-06-06 03:18:00
high,sala de estudio,E1008,10,False,agresión,2025-02-18 19:54:00
low,sala de estudio,E813,8,False,plagio,2025-07-25 02:32:00
high,oficina,P603,6,False,agresión,2025-02-16 23:04:00
medium,oficina,P315,3,False,comportamiento,2025-01-11 00:16:00
low,aula magna,,-1,True,plagio,2025-06-28 06:14:00
low,counter alumnos,,1,False,plagio,2025-10-27 12:38:00
high,counter alumnos,,1,False,plagio,2025-07-18 02:32:00
medium,estacionamiento,,-1,False,plagio,2025-08-29 18:33:00
medium,oficina,P306,3,False,comportamiento,2025-07-13 03:51:00
medium,dirección general,,10,False,plagio,2025-03-22 09:33:00
low,entrada,,1,False,plagio,2025-02-21 11:19:00
low,counter admisión,,1,False,plagio,2025-05-18 22:40:00
low,entrada fase 2,,1,True,plagio,2025-06-21 04:40:00
medium,patio,,-1,True,plagio,2025-09-03 17:05:00
medium,estacionamiento,,-1,False,plagio,2025-10-15 13:42:00
low,aula,A402,4,False,discriminación,2025-08-19 09:49:00
high,sala sum,,1,False,plagio,2025-06-23 21:34:00
medium,aula,A905,9,False,plagio,2025-08-12 19:00:00
low,estacionamiento,,-1,False,agresión,2025-03-03 06:45:00
low,laboratorio,L505,5,False,comportamiento,2025-04-07 08:03:00
low,counter alumnos,,1,False,agresión,2025-07-17 18:24:00
low,sala de estudio,E815,8,False,plagio,2025-08-11 19:00:00
medium,auditorio,,-1,False,plagio,2025-04-16 21:33:00
medium,laboratorio,L504,5,False,comportamiento,2025-03-28 21:39:00
low,almacén,,-1,True,agresión,2025-01-02 05:37:00
medium,entrada fase 2,,1,True,plagio,2025-05-26 11:05:00
low,entrada,,1,False,plagio,2025-01-03 10:56:00
high,oficina,P305,3,False,plagio,2025-03-02 13:22:00
medium,entrada,,1,False,discriminación,2025-04-13 21:21:00
low,patio,,-1,True,comportamiento,2025-08-04 20:38:00
medium,estacionamiento,,-1,False,plagio,2025-01-10 03:36:00
medium,estacionamiento,,-1,False,plagio,2025-08-18 22:08:00
high,lia cook,,11,False,plagio,2025-04-26 01:16:00
low,estacionamiento,,-1,False,plagio,2025-08-15 12:44:00
high,sala de estudio,E802,8,False,comportamiento,2025-01-28 12:41:00
low,sala sum,,1,False,plagio,2025-03-09 01:49:00
low,counter alumnos,,1,False,plagio,2025-10-04 21:03:00
low,auditorio,,-1,False,plagio,2025-08-03 11:29:00
low,counter alumnos,,1,False,plagio,2025-07-21 16:57:00
high,aula,A904,9,False,plagio,2025-05-21 03:40:00
low,dirección general,,10,False,plagio,2025-05-13 01:03:00
low,lia cook,,11,False,plagio,2025-05-29 10:43:00
low,estacionamiento,,-1,False,plagio,2025-05-07 14:03:00
medium,jardines,,6,False,plagio,2025-05-05 11:07:00
low,dirección general,,10,False,plagio,2025-08-06 14:28:00
medium,oficina,P617,6,False,comportamiento,2025-01-17 03:47:00
medium,almacén,,-1,True,plagio,2025-06-25 13:37:00
medium,aula magna,,-1,True,plagio,2025-08-12 11:03:00
low,lia cook,,11,False,plagio,2025-04-21 15:15:00
low,oficina,P510,5,False,plagio,2025-07-05 05:30:00
low,aula magna,,-1,True,plagio,2025-02-25 07:18:00
medium,el café,,6,False,agresión,2025-07-14 18:18:00
low,dirección general,,10,False,plagio,2025-04-06 12:39:00
low,aula,A708,7,False,plagio,2025-07-30 16:22:00
low,estacionamiento,,-1,False,plagio,2025-03-07 22:24:00
medium,el café,,6,False,plagio,2025-04-26 13:40:00
medium,sala sum,,1,False,plagio,2025-07-06 18:12:00
low,comedor,,1,True,plagio,2025-10-14 03:02:00
low,entrada fase 2,,1,True,comportamiento,2025-01-05 12:10:00
low,dirección general,,10,False,plagio,2025-01-29 21:59:00
low,listo,,1,False,plagio,2025-08-27 06:13:00
low,entrada fase 2,,1,True,plagio,2025-03-20 11:24:00
low,entrada,,1,False,plagio,2025-01-13 20:44:00
low,aula magna,,-1,True,agresión,2025-05-03 09:24:00
low,entrada,,1,False,plagio,2025-06-04 16:41:00
low,laboratorio,L413,4,False,plagio,2025-09-30 16:54:00
low,counter admisión,,1,False,agresión,2025-04-27 19:46:00
low,entrada,,1,False,plagio,2025-08-19 19:20:00
medium,sala sum,,1,False,plagio,2025-03-26 09:21:00
medium,almacén,,-1,True,plagio,2025-07-15 13:05:00
high,lia cook,,11,False,plagio,2025-08-02 03:54:00
low,sala de estudio,E806,8,False,plagio,2025-08-16 02:54:00
low,estacionamiento,,-1,False,plagio,2025-10-14 16:04:00
low,sala sum,,1,False,comportamiento,2025-06-04 04:18:00
low,sala de estudio,E810,8,False,plagio,2025-09-07 16:40:00
low,oficina,P306,3,False,plagio,2025-01-02 10:14:00
low,aula,M801,8,False,plagio,2025-08-17 09:01:00
low,oficina,P306,3,False,plagio,2025-08-20 12:35:00
high,aula magna,,-1,True,plagio,2025-08-18 10:51:00
low,patio,,-1,True,comportamiento,2025-09-13 17:33:00
low,el café,,6,False,comportamiento,2025-07-23 21:21:00
low,oficina,P202,2,False,plagio,2025-04-19 10:54:00
medium,dirección general,,10,False,comportamiento,2025-04-21 06:16:00
low,el café,,6,False,plagio,2025-09-08 01:03:00
low,el café,,6,False,plagio,2025-06-01 04:22:00
low,aula,A903,9,False,plagio,2025-10-11 15:45:00
low,aula magna,,-1,True,plagio,2025-02-09 08:12:00
medium,estacionamiento,,-1,False,plagio,2025-08-23 18:29:00
high,patio,,-1,True,plagio,2025-07-02 07:06:00
low,counter admisión,,1,False,comportamiento,2025-08-14 18:38:00
high,el café,,6,False,plagio,2025-10-19 03:41:00
low,counter admisión,,1,False,plagio,2025-08-30 22:19:00
